ext_gene,value
mtSSB,376
mtt,4307.597429
mTTF,1234
mtTFB1,1330
mtTFB2,1313
mu2,3910.889747
mub,3683.582312
muc,1948.085178
Muc11A,4666
Muc12Ea,9826
Muc14A,48534
Muc18B,877.4620536
Muc26B,1471
Muc30E,5054
Muc4B,1579.22453
Muc55B,1440.474318
Muc68Ca,9325
Muc68D,4603
Muc68E,5379
Muc91C,2910.5
Muc96D,2597
mud,8073.367135
Mul1,1444.617495
Mulk,1101
Mur11Da,1813
Mur18B,1416
Mur29B,1685
Mur2B,5711.250096
Mur82C,1586
Mur89F,7133.317136
mura,5676.527547
mus101,4669
mus201,3663.125828
mus205,6551
mus301,3165
mus304,2617
mus308,6221
mus312,3820.773819
mus81,1956
muskelin,2805.77872
mute,3872.388863
Muted,1309.228563
mv,11135
Mvl,2457.668272
mwh,3521.421378
mxc,5943.522406
mxt,2714.89931
Myb,2639.541536
Myc,7385.77276
Myd88,2749.404524
myo,2911.052078
Myo10A,9548.125441
Myo28B1,4434.277826
Myo31DF,3592.197153
Myo61F,3221.773555
Myo81F,6320
Myo95E,5047.125192
MYPT-75D,3796.033239
mys,3882.347804
Mys45A,2186
Myt1,1741
N,9943.467831
na,7472.682783
NAA15-16,3553.124773
NAA20,1006.693154
Naa60,2050.395711
Naam,1603.471469
NAAT1,2286
nab,2186.448845
Nab2,3291
nac,1026
Nacalpha,680.8371467
Nach,1352
nAChRalpha1,9873.561208
nAChRalpha2,2120
nAChRalpha3,7606.051056
nAChRalpha4,2231.003259
nAChRalpha5,8222.023202
nAChRalpha6,5041.882177
nAChRalpha7,5102.729584
nAChRbeta1,2201.540245
nAChRbeta2,1910.189656
nAChRbeta3,1333
NaCP60E,12472.06119
nahoda,5113.467615
Nak,4785.069483
nan,2648.640871
NANS,995
Nap1,1165.97667
NaPi-III,3286.617462
NaPi-T,1828.118412
NAT1,5418.28647
natalisin,1791.456691
nau,1322.262462
Nbr,2136
nbs,2394.135997
NC2alpha,1036
NC2beta,527
Nc73EF,3784.758965
Nca,700
Ncc69,3935.214227
ncd,2232.053007
Nckx30C,8855.192463
nclb,1350
ncm,4032
Ncoa6,9823.987927
nct,2516.799193
ND-13A,411.2277671
ND-13B,398
ND-15,365.2249902
ND-18,569
ND-19,487.3377904
ND-20,770.3640608
ND-20L,535
ND-23,620
ND-24,738.6419866
ND-24L,644
ND-30,777
ND-39,1317.167129
ND-42,1197.795647
ND-49,1375.949366
ND-49L,1501
ND-51,1358.889194
ND-51L1,1944
ND-51L2,1310
ND-75,2366.755295
ND-ACP,495.6095542
ND-AGGG,289.948331
ND-ASHI,552.755901
ND-B12,243.0356332
ND-B14,361.1887267
ND-B14.5A,347.1519461
ND-B14.5AL,559
ND-B14.5B,331.6938839
ND-B14.7,513
ND-B15,278
ND-B16.6,584.355561
ND-B17,580.3129684
ND-B17.2,429.42381
ND-B18,478.9474483
ND-B22,513.2153582
ND-B8,261
ND-MLRQ,219.3999982
ND-MNLL,297.6016911
ND-MWFE,193.9787869
ND-PDSW,473.9906827
ND-SGDH,561.152016
Ndae1,3939.639575
Ndc1,1779
Ndc80,2001
Ndfip,1895
Ndg,4571.571296
ndl,8031
neb,3393
Neb-cGP,238.4385335
nec,1434
Nedd4,3530.413067
Nedd8,339.8178411
nej,15084.86989
Nek2,2382
Nelf-A,4448.150562
NELF-B,2027
Nelf-E,1028
nemy,1780.906642
neo,2778.000279
Neos,1090.217758
Nep1,3294.471473
Nep2,2663.68422
Nep3,3847.5403
Nep4,3207.945674
Nep5,3248.759914
nerfin-1,3009
nerfin-2,2255
nero,915
nes,1965.167604
nesd,1820.640107
net,1948.886782
NetA,3072.986606
NetB,7563.822805
Neto,6175.82066
Neu2,952.1857405
neur,3557.061729
Neurl4,5523
Neurochondrin,2381
Nf-YA,1856
Nf-YB,640.2607513
Nf-YC,2323
Nf1,9478.157845
NFAT,5578.924237
NfI,4459.156725
ng1,324
ng2,347
ng3,395
ng4,68.0268
Nha1,2346.527765
Nha2,1993.196326
Nhe1,2352
Nhe2,5744.907572
Nhe3,2982.10739
NHP2,492.7350061
nht,749
NijA,926.3870673
NijB,542
NijC,462.5592134
niki,2592
NimA,2308.987002
NimB1,1087.780515
NimB2,1236
NimB3,267
NimB4,1279
NimB5,1135.837688
NimC1,2044.517979
NimC2,2368.508212
NimC3,653
NimC4,1083
ninaA,672
ninaB,1965
ninaC,4017.894548
ninaD,1461.904879
ninaE,1389
ninaG,1690
NiPp1,1150
Nipped-A,11276.17711
Nipped-B,6344.184365
Nipsnap,1161.837415
NitFhit,1328
nito,3707.258961
NK7.1,3158.043719
NKAIN,3305.528867
nkd,4733.673844
NLaz,785.4775635
Nle,1385
Nlg1,5649.782202
Nlg2,4779.714735
Nlg3,5922.326264
Nlg4,5923.880295
Nlp,761.8827911
nmd,1160.773121
Nmd3,1592
Nmda1,1490.436949
Nmdar1,3971
Nmdar2,5680.777717
Nmdmc,1023.918519
nmdyn-D6,665
nmdyn-D7,1193
Nmnat,1062.778156
nmo,4008.074844
Nmt,1613
NnaD,4127.581125
Nnf1a,483
Nnf1b,584
Nnp-1,2683
Noa36,939
noc,2593.809142
nocte,8422.060003
nod,2176.730678
noi,1660
nol,369
nolo,5033.873626
nom,1559.741279
nompA,4558.022647
nompB,2483.94024
nompC,6098.315928
Non1,2003.849105
Non2,1121
Non3,894
nonA,3007.100392
nonA-l,2396.554474
nonC,10420.90925
Nop17l,3341.867165
nop5,1614
Nop56,1547
Nop60B,1689.644323
nopo,1366.615895
Nopp140,2746.684001
nord,2618
norpA,6822.938857
nos,2105.639878
Nos,3946.940188
Nost,4491.640537
not,2333.826569
Not1,9782.869771
Not10,1885.593473
Not11,685.0848879
Not3,3367.584412
Notum,3593
Nox,4532.665179
Np,3712.399291
NP15.6,449
Npc1a,4006.742767
Npc1b,3772
Npc2a,452
Npc2b,635.295653
Npc2c,509
Npc2d,462
Npc2e,462
Npc2f,513
Npc2g,442.643473
Npc2h,425.030109
NPF,346.0872152
NPFR,2761.299033
Nph,479.0649391
Npl4,2023.313155
Nplp1,2068.583705
Nplp2,296.1827371
Nplp3,339
Nplp4,266.089849
Nprl2,1508
Nprl3,2109.050882
Nrg,5030.81872
Nrk,3036
nrm,4086.994863
Nrt,3279.423445
nrv1,1939.033415
nrv2,1839.679907
nrv3,2357.022725
Nrx-1,9004.381312
Nrx-IV,4741
Ns1,1696
Ns2,2034
Ns3,1885.241406
Ns4,1762
Nse1,725.9085222
Nse4,1054.139455
Nsf2,2438.105856
nsl1,5734.183878
nsr,1040.316666
nst,2003
Nsun2,2245
Nsun5,1299
nSyb,2755.081289
NT1,2764
NT5E-2,1820.413933
ntc,1373
Ntf-2,642.4855741
Ntf-2r,572
Ntl,1680.773507
Ntmt,854
NTPase,1918.952398
NtR,1676.151177
nub,2906.880146
NUCB1,2004
nudC,1065.578769
nudE,1791.146634
nuf,2924.947798
Nuf2,1091
Nufip,1441
nullo,647
numb,3041.123541
Nup107,2516
Nup133,3543
Nup153,7741.639498
Nup154,4585.494161
Nup160,4282.081752
Nup205,6204.93776
Nup214,5135
Nup358,8353.811242
Nup37,914.0075069
Nup43,1012
Nup44A,1081.468808
Nup50,1708
Nup54,1849
Nup58,1621
Nup62,1165.02166
Nup75,1947
Nup93-1,2587
Nup93-2,2298
Nup98-96,6022.794852
Nurf-38,973.9055717
nvd,1523
nvy,3029.977565
nw,1937.268507
nwk,4117.737859
nxf2,2593.690046
Nxf3,7027.580601
nxf4,908
Nxt1,330.7520471
nyo,3482
O-fut1,1340.356013
O-fut2,1435
oaf,2680.042966
Oamb,3370.630174
Oat,1302
Oatp26F,2219
Oatp30B,5136.826199
Oatp33Ea,2763.978124
Oatp33Eb,2544
Oatp58Da,1964
Oatp58Db,1891
Oatp58Dc,2650.555663
Oatp74D,3577.080903
Oaz,4436.007472
obe,6771
Obp18a,535
Obp19a,444
Obp19b,446
Obp19c,660.7790742
Obp19d,463.7512327
Obp22a,408.0001821
Obp28a,376
Obp44a,540.3573119
Obp46a,398
Obp47a,291.5
Obp47b,412
Obp49a,581
Obp50a,500.5
Obp50b,1449
Obp50c,1449
Obp50d,388
Obp50e,556
Obp51a,199
Obp56a,348
Obp56b,372
Obp56c,743
Obp56d,444.9228995
Obp56e,330.5882428
Obp56f,329
Obp56g,293.6083108
Obp56h,341.7940154
Obp56i,554.5
Obp57a,359
Obp57b,438.4319347
Obp57c,358
Obp57d,1289
Obp57e,212
Obp58b,490
Obp58c,492
Obp58d,530
Obp59a,812
Obp69a,347
Obp73a,643
Obp83a,627.1744098
Obp83b,329
Obp83cd,700
Obp83ef,702
Obp83g,370
Obp84a,583
Obp85a,344
Obp8a,398
Obp93a,392
Obp99a,376.6137805
Obp99b,381.5667773
Obp99c,380.9969954
Obp99d,301
obst-A,1343.265256
obst-B,950
obst-E,796.7099783
obst-F,870
obst-G,763
obst-H,716
obst-I,534
obst-J,1036
oc,4271.959859
Ocho,826.5
ocm,6718.660687
ocn,420
Ocrl,3477.081996
Oct-TyrR,3476.631116
Octbeta1R,4361.934042
Octbeta2R,5207.635333
Octbeta3R,4776.787315
Oda,1496.785492
Odc1,1054
Odc2,1069
odd,2148
OdsH,1090
Oga,3210
Ogg1,1108
ogre,1960.543426
okr,2679
olf186-F,2316.982699
olf186-M,1547
olf413,7453.479035
Oli,904.7784731
omd,3085.391866
ome,3245.072754
onecut,5999.33116
opa,2740
Opa1,2997.779347
Opbp,1630
opm,1024.285722
Optix,1670.264903
or,624
Or10a,2620
Or13a,1058
Or19a,965
Or19b,965
Or1a,989
Or22a,1222
Or22b,1099
Or22c,1010
Or23a,1164
Or24a,998
Or2a,1068
Or30a,935
Or33a,938
Or33b,941
Or33c,956
Or35a,1091
Or42a,1081
Or42b,1001
Or43a,1332
Or43b,1213
Or45a,3262
Or45b,992
Or46a,1073
Or47a,1160
Or47b,1040
Or49a,992
Or49b,1540
Or56a,1061
Or59a,941
Or59b,1300
Or59c,1200
Or63a,1446
Or65a,1055
Or65b,1022
Or65c,1034
Or67a,1298
Or67b,1163
Or67c,1016
Or67d,977
Or69a,983
Or71a,1192.191309
Or74a,1016
Or7a,1043
Or82a,959
Or83a,1163
Or83c,995
Or85a,995
Or85b,974
Or85c,971
Or85d,1040
Or85e,1205
Or85f,980
Or88a,1007
Or92a,1035
Or94a,965
Or94b,953
Or98a,995
Or98b,952
Or98P,20.9285
Or9a,980
orb,4090.605667
orb2,5854.799758
Orc1,2953
Orc2,1796
Orc4,1416
Orc5,1488
Orc6,773
Orco,1580.921169
Orcokinin,421.7755199
Orct,2001.63986
Orct2,2352.116288
ord,1979
org-1,3149.813347
Ork1,3866.53134
ORMDL,475
ort,1959
ORY,2546
Os-C,358.3261641
OS9,589
osa,9911.178726
Osbp,3049
Oscillin,1003.673216
OSCP1,987
Oseg1,3742.029724
Oseg2,5066
Oseg4,3804.837956
Oseg5,2371
Oseg6,4123
Osi1,962
Osi10,1532
Osi11,968
Osi12,1556
Osi13,1319
Osi14,892
Osi15,1033
Osi16,862
Osi17,2850
Osi18,1071
Osi19,925.5
Osi2,1201.96529
Osi20,1065
Osi21,1012
Osi22,958
Osi23,654
Osi24,2430
Osi3,930
Osi4,1317.033216
Osi5,691.5
Osi6,1441.331569
Osi7,2491
Osi8,936
Osi9,1161
osk,2667.396668
Osm6,1271
osp,5860.315961
Ost48,1314
OstDelta,2001.930174
Ostgamma,1046
OstStt3,2504
Ote,1372
otk,4475.470342
otk2,1769
otp,2285.45238
otu,2894.28699
ouib,942
out,2871.914526
ovo,5755.785694
ox,132
Oxp,172
oxt,3181
oys,3429.435331
p,2679.849362
p-cup,1676
p115,2616.496594
p120ctn,2486
p130CAS,2898.531108
p24-1,927.9509593
p24-2,1558.860236
P32,955
p38a,1273.034286
p38b,1622
p38c,985
p47,1233
p53,1403.295866
P58IPK,2018
P5CDh1,2568.091511
P5CDh2,2140.477809
P5cr,969
P5cr-2,810.548362
Pa1,1429
pAbp,3291.263723
Pabp2,1528.024294
pad,3077
Paf-AHalpha,1299.542444
pain,2559.192845
Paip2,1748.542732
Pak,3101.246818
Pak3,4770.022261
Pal1,1878.284455
Pal2,1836.787603
pall,1007
Pallidin,753
pan,5288.828426
PAN2,3851.803808
Panx,1788
papi,2124.719377
PAPLA1,6216.973958
Papss,2244.402208
Papst2,1352
par-1,4930.153237
par-6,2737.759821
para,15094.1315
Parg,2354.704225
park,1413.95272
Parp,2913
parvin,1638.283354
pasha,2348.48509
pasi1,634.1497986
pasi2,1184.113126
Pask,2985
Past1,2479.314168
Pat1,3433.49562
path,2559.059942
Patj,3064.560856
Patr-1,3952.346857
Patronin,6020.581759
Patsas,2267
pav,3008
Pax,1422.161276
pb,3499.236367
Pbgs,1285.214224
pbl,3563.760479
Pbp45,1171
Pbp49,1761.591514
Pbp95,2450
Pburs,346
Pc,2263
PCB,4175.525211
Pcd,526
Pcf11,2784.245213
pch2,1367.696999
PCID2,1076
pck,1126.78165
pcl,1111
Pcl,4104.916352
pcm,5127.45151
Pcmt,755.688016
PCNA,844.4035724
Pcp,519
pcs,2017
pcx,11896.53849
PDCD-5,451
Pdcd4,2968.93489
Pde11,6215.999362
Pde1c,4082.315851
Pde6,5684.005622
Pde8,4529.640064
Pde9,6560.360736
Pdf,481
Pdfr,2743.298372
pdgy,2439.562694
Pdh,715.5087054
Pdi,1906.451839
Pdk,2446.277923
Pdk1,3654.647163
pdm2,2810.85669
pdm3,4493.6073
Pdp,1792.348063
Pdp1,4023.32654
pds5,4489.325923
Pdxk,1391
PDZ-GEF,6190.501312
pea,3699
peb,7115.108175
Pebp1,447
Pect,1991.967441
PEK,4232.804535
pelo,1846
Pen,2378
pen-2,431.0543588
peng,2168
Pep,2405.253097
Pepck,2287
per,4304.01609
Peritrophin-15a,162
Peritrophin-15b,180.7455481
Peritrophin-A,1060.178839
pes,2704.804488
Pex1,3076
Pex10,947.3709943
Pex11,757
Pex12,927.3649514
Pex13,1569
Pex14,1050
Pex16,1240
Pex19,1077.508363
Pex2,852
Pex23,4305
Pex3,1594.656564
Pex5,1793.672903
Pex6,2705.59076
Pex7,1192
Pez,4277.314968
Pfk,3143.892143
Pfrx,2859.722879
Pgam5,900.5276817
Pgam5-2,1191
pgant2,3147.086564
pgant3,2685
Pgant35A,1961
pgant4,2212
pgant5,4160.48438
pgant6,2483.304122
pgant8,2000
PGAP3,1081.098821
PGAP5,1357.214737
pgc,573.2416899
Pgd,1538.151143
Pgi,2101.803778
Pgk,1351.501399
Pglym78,874.2793943
Pglym87,886
Pgm,1644
PGRP-LA,1132.397225
PGRP-LB,1001.318143
PGRP-LC,1647.882619
PGRP-LD,3223.661064
PGRP-LE,1226.629939
PGRP-LF,1156
PGRP-SA,578.6678456
PGRP-SB1,424
PGRP-SB2,471.1965845
PGRP-SC1a,389
PGRP-SC1b,555.0946649
PGRP-SC2,547
PGRP-SD,522
ph-d,5717.243427
ph-p,5587.730997
PH4alphaEFB,2049
PH4alphaMP,1683
PH4alphaNE1,1538
PH4alphaNE2,1583
PH4alphaNE3,1428
PH4alphaPV,1750
PH4alphaSG1,1509
PH4alphaSG2,1484
Phae1,903.1813626
Phae2,756.9480302
Phax,1345.108227
Phb2,1304.937078
pHCl,4643.697757
PHDP,743
PheRS-m,1327
Phf7,2046.980352
PHGPx,667.3461038
Phk-3,403.6318342
PhKgamma,2255.344424
Phlpp,3100.419749
phm,1827.259747
Phm,1290.772111
pho,2097.231125
phol,3169.549017
phr,1635.900586
phr6-4,1830.016394
phtf,3137
phu,1663
phyl,1640
PI31,936.2276868
Pi3K21B,4149.414664
Pi3K59F,2965
Pi3K68D,5311.096564
Pi3K92E,4226.910338
Pi4KIIalpha,2862.073621
PI4KIIIalpha,6796.194223
pic,3682
PICK1,1513.695398
pico,6240.399767
Picot,2384.607461
pie,1819.515312
Piezo,9090.195235
Pif1A,7052.867529
Pif1B,6190.197732
Pif2,688
PIG-C,904
PIG-S,1565
PIG-U,1279
PIG-V,1609.751275
Pig1,491
pigeon,3071.702086
pigs,6118.726682
Pih1D1,1411.14547
pim,760.7557131
Pink1,2590.866075
Pino,1875.117018
pins,3080
pinta,978.570189
pio,2535.415737
pip,1526.902384
PIP4K,1275.923844
PIP5K59B,3235.100726
PIP82,3890
pirk,1150.33073
Pis,1182.462478
pit,2165.480579
pita,2277.004197
Pitslre,3525.225522
piwi,2825.708577
pix,2023.404911
pk,4601.470965
PK1-R,2086.10044
PK2-R1,2553
PK2-R2,2418
Pk34A,1104
Pka-C1,4855.034472
Pka-C2,1147.663651
Pka-C3,2399.147615
Pka-R1,2665.137745
Pka-R2,3271.477035
pkaap,2240
Pkc53E,3110.212166
Pkc98E,4988.051878
Pkcdelta,3659.152963
PKD,2992.845941
Pkd2,3072
Pkg21D,2384
Pkn,4472.603885
Plap,2407.178671
Plc21C,5430.444371
Pld,4444.58297
ple,2913.12039
PlexA,6356.302216
PlexB,6576.061291
plh,703
Pli,2392.593781
Plip,701.5620989
pll,1714.069813
Plod,2415.967043
Plp,5276.635553
plu,417
plum,7170.797832
plx,5148.401598
Plzf,1901.932104
PMCA,4231.279095
Pmi,832.6231917
Pmm45A,2244
PMP34,1144.589002
Pmp70,2800.8736
Pms2,2841
pn,1439
png,915
Pngl,1954.870341
Pnn,1158.923536
PNPase,2539.258771
pnr,2635.550544
pnt,3643.837899
pnut,2278.31008
PNUTS,3000.593934
Poc1,1440.160258
pod1,5645.017589
poe,16007.77756
Pof,1609.746485
pog,4612.578714
Pol32,1254.109602
POLDIP2,1402.729473
polo,2245.955724
poly,991.139613
polybromo,4920
polyph,1325
Pomp,893
pon,2402
pont,1460
Pop2,1505.076512
por,2006.106014
porin,1188.024464
Porin2,870
POSH,2970
pot,4120.398701
Poxm,2367
Poxn,2121
Pp1-13C,1693
Pp1-87B,2004
Pp1-Y1,755
Pp1-Y2,1087
Pp1alpha-96A,2056.511777
Pp2A-29B,2231.739237
PP2A-B',2883.549685
Pp2B-14D,3311.645231
Pp2C1,5383.42271
Pp4-19C,1787.197746
Ppa,3833.773291
ppan,1278
Ppat-Dpck,1512
Ppcdc,872.3749761
Ppcs,3771.3864
PpD3,2229.305097
PpD5,1080
PpD6,1128
Pph13,1681
Ppi1,3121.401908
ppk,2263
ppk10,1454
ppk11,3013
ppk12,1511
ppk13,1315
ppk14,1316
ppk15,1253
ppk16,3013
ppk17,1288
ppk18,1463
ppk19,1337
ppk20,1496.308403
ppk21,1448.069024
ppk22,1248.422533
ppk23,1528.159036
ppk24,1589
ppk25,1163
ppk26,1890
ppk27,1182
ppk28,1991
ppk29,1493.603169
ppk3,1409
ppk30,1573.027235
ppk31,1067
ppk5,1122
ppk6,1426
ppk7,1523
ppk8,1623
ppk9,1577
ppl,701
Ppm1,1223
Ppn,9277.739689
PpN58A,983
PPO1,2139
PPO2,2081
PPO3,2029
Ppox,1456
PPP4R2r,2222.624343
Ppr-Y,1511
pps,6530.654973
Ppt1,986.6963311
Ppt2,992
PpV,1468.086673
PpY-55A,929.5
PPYR1,856
PQBP1,669
pr,874
PRAS40,2433
Prat,1905.353276
Prat2,1726.652265
PrBP,934
prc,5336
prd,2131
pre-lola-G,2867.710892
pre-mod(mdg4)-AA,2334.698948
pre-mod(mdg4)-AB,1939.027881
pre-mod(mdg4)-AD,1948.25478
pre-mod(mdg4)-AE,1710.156244
pre-mod(mdg4)-B,3429.670829
pre-mod(mdg4)-C,1725.642616
pre-mod(mdg4)-E,1996.815807
pre-mod(mdg4)-G,4317.000134
pre-mod(mdg4)-H,4361.710776
pre-mod(mdg4)-I,2991.48323
pre-mod(mdg4)-J,2858.628749
pre-mod(mdg4)-K,3427.025689
pre-mod(mdg4)-L,3379.680738
pre-mod(mdg4)-N,2376.404417
pre-mod(mdg4)-O,2249.683575
pre-mod(mdg4)-P,3358.030952
pre-mod(mdg4)-T,1625
pre-mod(mdg4)-U,3923.189738
pre-mod(mdg4)-V,2875.625032
pre-mod(mdg4)-W,2936.650132
pre-mod(mdg4)-X,2375.186371
pre-mod(mdg4)-Y,1846.979214
pre-mod(mdg4)-Z,1625
prel,1349.648961
Prestin,3354
primo-1,415.188094
primo-2,1137
PRL-1,2699.734927
Prm,3353.725869
Proc,1712.083904
Proc-R,2673.520926
prod,1398
prom,3785.361379
prominin-like,4248.72233
ProRS-m,1311.530986
pros,7036.863714
Prosalpha1,769.6824657
Prosalpha2,721
Prosalpha3,774
Prosalpha3T,690
Prosalpha4,977
Prosalpha4T1,692
Prosalpha4T2,970
Prosalpha5,684.8888548
Prosalpha6,843.8913155
Prosalpha6T,821
Prosalpha7,777
Prosap,8498.288395
Prosbeta1,653
Prosbeta2,835
Prosbeta2R1,878
Prosbeta2R2,1120
Prosbeta3,715
Prosbeta4,590.4599221
Prosbeta4R1,631
Prosbeta4R2,558
Prosbeta5,936.5044518
Prosbeta5R1,908
Prosbeta5R2,1109
Prosbeta6,745
Prosbeta7,848.1821362
ProtA,444
ProtB,480
Prp18,1105
Prp19,1558
Prp3,1928.329245
Prp31,1663
Prp38,997
Prp8,7243
Prpk,545
prt,1978
prtp,1564.220816
Prx2540-1,649
Prx2540-2,657
Prx3,818
Prx5,563.4191233
Prx6005,662
PRY,3545
ps,6097.952817
Psa,3480.890386
Psc,5988.416816
psd,1074.672746
Psf1,493
Psf2,626.7859113
Psf3,964.3562317
PsGEF,8036.2814
psh,1446
Psi,4504.872821
psidin,3310
Psn,1693.06392
psq,5310.262072
PSR,1391
pst,2238.152689
ptc,5322
Pten,2335.700093
Ptip,7869
PTP-ER,4870
Ptp10D,7211.891324
Ptp36E,3315.686406
Ptp4E,6244.655176
Ptp52F,4390
Ptp61F,2488.391076
Ptp69D,4967.67979
Ptp99A,5553.300443
Ptpa,1194
Ptpmeg,3784.758542
Ptpmeg2,2926.801707
Ptr,4459.312473
Ptth,762.081011
Ptx1,3312.032666
Pu,1574.544091
puc,2698.691542
puf,13080.54923
pUf68,2989.630633
pug,2916.121459
pum,7116.985622
Pur-alpha,1809.902637
Pura,4535.757973
put,2534.100515
Pvf1,1961.063856
Pvf2,1903
Pvf3,3868.469712
Pvr,5059.189782
PVRAP,2720
pwn,4811.963715
px,5558.700625
pxb,2852.398674
Pxd,2094.084594
Pxn,4787.985618
Pxt,2517
pyd,6769.211901
pyd3,1162
pygo,4308
PyK,1768.111716
Pym,784
pyr,3013
pyx,2656.051543
pzg,3682.095701
Pzl,6291
QC,942
QIL1,563
qin,5899
qjt,698.4709467
qkr54B,3387.458018
qkr58E-1,1571.043953
qkr58E-2,2544.196764
qkr58E-3,1349.783022
qless,2902.744054
qm,2197.798865
qsm,1633.683913
qtc,2310.371335
Qtzl,572.0064873
qua,3067.918208
qvr,4848.542909
r,6815.214715
r-cup,1941
r-l,1840
r2d2,1412.389714
Rab1,1605
Rab10,2137
Rab11,1473.677623
Rab14,1069.982778
Rab18,634
Rab19,841.445921
Rab2,1101.865241
Rab21,865.0954477
Rab23,2068
Rab26,2700.015354
Rab27,1344.583333
Rab3,3558
Rab3-GAP,4140.73601
Rab3-GEF,8102.098733
Rab30,1724.255158
Rab32,1826.444579
Rab35,1971.608301
Rab39,1116.073438
Rab4,1071.966746
Rab40,1398.213308
Rab5,1770.208882
Rab6,1664.607267
Rab7,1259.736387
Rab8,1775.168279
Rab9,1405
Rab9D,698
Rab9Db,672
Rab9E,690
Rab9Fa,672
Rab9Fb,679
Rabex-5,2174
RabX1,1449
RabX2,592
RabX4,1217
RabX5,723
RabX6,1087
Rac1,1596.856198
Rac2,2136.600014
RacGAP84C,1184
Rack1,970.8906927
rad,7442.178107
Rad1,1285
Rad17,1624
Rad23,1362.57336
rad50,3869
Rad51C,1719
Rad51D,933
Rad60,1343.071919
Rad9,1348.792164
Rae1,990
Raf,3084.518456
RAF2,3842.275101
RagA-B,1209
RagC-D,1359
Rala,2038.789492
Ran,1113.538255
Ran-like,808
Ranbp11,3196
Ranbp16,3465.368048
Ranbp21,5093.597349
RanBP3,1570.852345
Ranbp9,3066.797524
RanBPM,3764.508748
RanGAP,1891.781324
ranshi,960
rap,2411
Rap1,2522.250831
Rap2l,778.7053474
RapGAP1,4448.156638
raptor,6894.944556
ras,2271.494738
Ras64B,1421
Ras85D,1759
RasGAP1,5214.70197
rasp,1474
Rassf,3274
RASSF8,3230
Rat1,2939.761741
rau,2016
Ravus,1070
raw,3443.662084
rb,4576.731274
Rb97D,2617.027274
Rbbp5,1654
Rbcn-3A,10940
Rbcn-3B,6419.691743
Rbf,3420
Rbf2,2494
Rbm13,1114.868767
Rbp,7934.09364
Rbp1,712.1897211
Rbp1-like,1426.541303
Rbp2,3364.358651
Rbp4,1316
Rbp6,3745.731226
Rbp9,3298.070001
Rbpn-5,2120
Rbsn-5,1647
Rca1,1353
Rcc1,1998.788048
Rcd-1,1441.601769
Rcd-1r,985
Rcd1,3200.021795
Rcd2,2046
Rcd4,515.0313492
Rcd5,1748
Rcd6,2581.0385
Rcd7,1370.516256
Rcp,908.6002934
rdgA,7461.47559
rdgB,4779.451439
rdgBbeta,1183
rdgC,3961.270532
Rdh,241
rdhB,783.8456112
Rdl,7863.757047
rdo,3601.000013
rdx,2562.379291
reb,2012
rec,3592.278666
Reck,4039.670103
RecQ4,4842
RecQ5,3236.48888
Reep1,2113.307964
ref(2)P,2183.749143
Ref1,1129
Ref2,1180.666667
REG,1208.694702
Reg-2,684
Reg-5,1461.899321
regucalcin,942.2159204
Rel,2919.670874
rempA,5095.040506
Rep,1724
Reph,3458.849603
repo,2797
Reps,4553.822111
rept,1538.227067
REPTOR,4597.660017
REPTOR-BP,340.1909755
resilin,2082
Ret,4514.541667
retinin,599
retm,3194.919257
retn,3792.582318
Rev1,3045
rev7,632
Rfabg,10268.85002
RfC3,935
RfC38,1108.94626
RfC4,928
RFeSP,742.5461638
Rfx,4491.349265
rg,12966.11422
Rga,2616.226538
Rgk1,2517.214344
Rgk2,4449.209456
Rgk3,3029.059714
Rgl,4012.583909
rgn,4090.160729
rgr,3277.653078
Rh2,1166
Rh3,1192
Rh4,1150
Rh5,1202.172824
Rh50,1712.890035
Rh6,1208
Rh7,3815
rha,4089
rhea,9325.169556
Rheb,1015.664713
rhi,1371
rho,2469.219936
rho-4,2043.368605
rho-5,4486
rho-6,735.9989905
rho-7,1157.082978
Rho1,1325.23624
RhoBTB,2979.792833
RhoGAP100F,10311.38942
RhoGAP102A,4576.80875
RhoGAP15B,5601.519465
RhoGAP16F,2460.994224
RhoGAP18B,3526.989146
RhoGAP19D,8895.96423
RhoGAP1A,4818.070984
RhoGAP54D,3415.826017
RhoGAP5A,1732.640042
RhoGAP68F,2009.29321
RhoGAP71E,3940.35969
RhoGAP92B,2824.282387
RhoGAP93B,5154
RhoGAPp190,6401.247433
RhoGDI,1329.8439
RhoGEF2,7636.824284
RhoGEF3,3905.717073
RhoGEF4,1884.561081
RhoGEF64C,6979.025949
RhoL,862.7244776
RhoU,2458.709679
Rhp,2258.552226
rib,3757
Ric,2083.99781
RIC-3,2147.715652
ric8a,2436.988074
ric8b,437
Rich,4666.42702
rictor,6336.218394
Rif1,4406
rig,3924
Rim,9468.254512
Rim2,2076.72983
rin,4578.650544
Rint1,2195
RIOK1,1899.849154
RIOK2,1552
Rip11,2709.693602
Ripalpha,1060
rk,5187
rl,1886.432329
Rlb1,1245
Rlip,2318.626986
RluA-1,2703.299128
RluA-2,1731.106451
Rm62,2968.93794
Rme-8,7571.155102
rn,4025.939309
RN-tre,2466.445921
RNASEK,332.5474763
RNaseX25,1464
rngo,2011.494207
rnh1,908.0056674
rno,11435.77403
Rnp4F,2964.902081
RnpS1,1171
RnrL,2378
RnrS,1394
ro,984.2464593
robl,328
robl22E,265.5
robl37BC,468
robl62A,392
